fname,department,tag,info
경기도 양주시 공중 위생업소 현황,,공중위생업소,양주시 공중 위생업소 현황
제주특별자치도 정신요양시설현황,,정신요양시설현황,제주특별자치도 정신요양시설현황
세종특별자치시 진단용방사선발생장치 현황,,진단용방사선발생장치,진단용방사선발생장치 현황
질병관리청 원격지기탁지원시스템 바코드정보,질병관리청,바코드정보,원격지기탁지원시스템 바코드정보
부산광역시 종합병원 현황,,종합병원,종합병원 현황
부산광역시 전문병원 지정 현황,,전문병원,전문병원 지정 현황
강원도 강릉시 흡연단속 정보,,흡연단속,강릉시 흡연단속 정보
제주특별자치도 이용업현황,,이용업현황,제주특별자치도 이용업현황
서울특별시 동작구 동별 코로나19 확진 및 완치 현황,,코로나19확진,동작구 동별 코로나19 확진 및 완치 현황
제주특별자치도 응급의료기관현황,,응급의료기관현황,제주특별자치도 응급의료기관현황
제주특별자치도 읍면동별성인병건강실태분석,,읍면동별성인별건강실태분석,제주특별자치도 읍면동별성인병건강실태분석
광주광역시 광주보건환경연구원 감염병 매개모기 서식분포 표본조사,광주보건환경연구원,감염병,광주보건환경연구원 감염병 매개모기 서식분포 표본조사
광주광역시 광주보건환경연구원 인플루엔자 및 호흡기바이러스감염증 병원체 표본감시자료,광주보건환경연구원,인플루엔자,광주보건환경연구원 인플루엔자 및 호흡기바이러스감염증 병원체 표본감시자료
광주광역시 공중위생업소 현황,,공중위생업소,공중위생업소 현황
서울특별시 동대문구 흡연시설현황,,흡연시설현황,동대문구 흡연시설현황
제주특별자치도 수눌음육아나눔터현황,,수눌음육아나눔터현황,제주특별자치도 수눌음육아나눔터현황
제주특별자치도 산후조리원현황,,산후조리원현황,제주특별자치도 산후조리원현황
제주특별자치도 산모신생아건강관리지원서비스제공기관현황,,산모신생아건강관리서비스제공기관현황,제주특별자치도 산모신생아건강관리지원서비스제공기관현황
보건복지부 연도별 구급차 현황,보건복지부,구급차,연도별 구급차 현황
인천광역시 미추홀구 의약품도매업현황,,의약품도매업현황,미추홀구 의약품도매업현황
제주특별자치도 무료영유아예방접종가능의료기관현황,,무료영유아예방접종가능의료기관현황,제주특별자치도 무료영유아예방접종가능의료기관현황
제주특별자치도 모유수유시설설치현황,,모유수유시설설치현황,제주특별자치도 모유수유시설설치현황
인천광역시 부평구 동물병원 현황,,동물병원,부평구 동물병원 현황
보건복지부 시도별 사회복지사 자격증 교부자수,보건복지부,사회복지사,시도별 사회복지사 자격증 교부자수
경기도 성남시 소독의무대상시설 현황,,소독의무대상시설,성남시 소독의무대상시설 현황
보건복지부 연도별 사회복지사 자격증 교부자수,보건복지부,사회복지사,연도별 사회복지사 자격증 교부자수
부산광역시 북구 의원급 의료기관 현황,,의원급,북구 의원급 의료기관 현황
서울특별시 영등포구 약국 인허가 정보,,약국,영등포구 약국 인허가 정보
서울특별시 영등포구 미용업 인허가 정보,,미용업,영등포구 미용업 인허가 정보
서울특별시 영등포구 소독업소 인허가 정보,,소독업소,영등포구 소독업소 인허가 정보
서울특별시 영등포구 산후조리업 인허가 정보,,산후조리업,영등포구 산후조리업 인허가 정보
서울특별시 영등포구 동물약국 인허가 정보,,동물약국,영등포구 동물약국 인허가 정보
서울특별시 영등포구 동물병원 인허가 정보,,동물병원,영등포구 동물병원 인허가 정보
보건복지부 시도별 응급의료기관 수,보건복지부,응급의료기관,시도별 응급의료기관 수
보건복지부 연도별 응급의료기관 수,보건복지부,응급의료기관,연도별 응급의료기관 수
보건복지부 시도별 구급차 현황,보건복지부,구급차,시도별 구급차 현황
충청남도 일본뇌염 예측조사 정보,,일본뇌염예측조사,일본뇌염 예측조사 정보
부산광역시 금정구 필수예방접종 위탁의료기관 현황,,필수예방접종,금정구 필수예방접종 위탁의료기관 현황
경기도 광명시 장례식장현황,,장례식장현황,광명시 장례식장현황
경기도 안양시 만안구 안마시술소 현황,,안마시술소,안양시 만안구 안마시술소 현황
전라북도 자동제세동기(AED) 설치 현황,,자동제세동기,자동제세동기(AED) 설치 현황
부산광역시 금정구 보건소예방접종현황,,보건소예방접종현황,금정구 보건소예방접종현황
제주특별자치도 난임시술지정병의원현황,,난임시술지정병의원현황,제주특별자치도 난임시술지정병의원현황
제주특별자치도 국가예방접종지정의료기관현황,,국가예방접종지정의료기관현황,제주특별자치도 국가예방접종지정의료기관현황
제주특별자치도 공중위생업소현황 위생처리업,,공중위생업소,공중위생업소현황 위생처리업
제주특별자치도 공중위생업소현황 세척제제조업,,공중위생업소,공중위생업소현황 세척제제조업
제주특별자치도 공중위생업소현황 기타위생용품제조업,,공중위생업소,공중위생업소현황 기타위생용품제조업
제주특별자치도 건물위생관리업현황,,건물위생관리업현황,제주특별자치도 건물위생관리업현황
제주특별자치도 건강관련통계정보,,건광관련통계정보,제주특별자치도 건강관련통계정보
경상남도 일본뇌염 유행예측 조사,,일본뇌염유행예측,일본뇌염 유행예측 조사
전라북도 장사정보 현황,,장사정보현황,장사정보 현황
보건복지부 시도별 사회복지자원봉사자현황,보건복지부,사회복지자원봉사자현황,시도별 사회복지자원봉사자현황
보건복지부 연도별 사회복지자원봉사자현황,보건복지부,사회복지자원봉사자현황,연도별 사회복지자원봉사자현황
서울특별시 서초구 약국정보,,약국정보,서초구 약국정보
부산광역시 금정구 의료기관 현황,,의료기관,금정구 의료기관 현황
서울특별시 동대문구 흡연시설,,흡연시설,동대문구 흡연시설
부산광역시 영도구 약국현황,,약국현황,영도구 약국현황
부산광역시 영도구 의료기관현황,,의료기관현황,영도구 의료기관현황
부산광역시 영도구 동물병원 현황,,동물병원,영도구 동물병원 현황
부산광역시 영도구 의료기기 설치 정보,,의료기기,영도구 의료기기 설치 정보
부산광역시 영도구 진단용방사선발생장치 설치 및 운영현황,,진단용방사선발생장치,영도구 진단용방사선발생장치 설치 및 운영현황
대구광역시 외국 환자와 언어 소통 가능한 병원,,언어소통가능한병원,외국 환자와 언어 소통 가능한 병원
보건복지부 국립정신건강센터 일별 입원환자수,보건복지부,입원환자수,국립정신건강센터 일별 입원환자수
경기도 안양시 치과기공소 현황,,치과기공소,안양시 치과기공소 현황
부산광역시 사하구 의료기관현황,,의료기관현황,사하구 의료기관현황
부산광역시 사하구 동물병원 현황,,동물병원,사하구 동물병원 현황
경기도 안양시 의료기관 정보,,의료기관,안양시 의료기관 정보
보건복지부 서울시 년도별 자살자 수,보건복지부,자살자,서울시 년도별 자살자 수
전라북도 보건환경연구원 먹는 물 검사항목 및 수수료 정보,,먹는물,보건환경연구원 먹는 물 검사항목 및 수수료 정보
경기도 안양시 동안구 안마시술소 현황,,안마시술소,안양시 동안구 안마시술소 현황
경기도 안양시 안마시술소 현황,,안마시술소,안양시 안마시술소 현황
경기도 안양시 동안구 소독업소 현황,,소독업소,안양시 동안구 소독업소 현황
경기도 안양시 만안구 소독업소 현황,,소독업소,안양시 만안구 소독업소 현황
경기도 안양시 소독업소 현황,,소독업소,안양시 소독업소 현황
부산광역시 아토피천식 안심학교 현황,,안심학교,아토피천식 안심학교 현황
경상남도 수인성식품매개감염병 병원체 감시사업 검사결과(세균),,병원체,수인성식품매개감염병 병원체 감시사업 검사결과(세균)
경상남도 수인성식품매개감염병 병원체 감시사업 검사결과(바이러스),,병원체,수인성식품매개감염병 병원체 감시사업 검사결과(바이러스)
