,fname,provide,title,local,sub_loc,department,sub_dept,info
277,강원도 강릉시 흡연단속장소 정보,자치행정기관,강원도,강원도,강릉시,,,
278,강원도 강릉시 흡연단속시스템 전국 관청정보,자치행정기관,강원도,강원도,강릉시,,,흡연단속시스템 전국 관청정보
279,울산광역시 중구 한의원현황,자치행정기관,울산광역시,울산광역시,중구,,,
280,인천광역시 남동구 안마시술소 및 안마원 현황,자치행정기관,인천광역시,인천광역시,남동구,,,안마시술소 및 안마원 현황
281,부산광역시 동구 필수예방접종 위탁의료기관 현황,자치행정기관,부산광역시,부산광역시,동구,,,필수예방접종 위탁의료기관 현황
282,부산광역시 금정구 의료기기판매업소 현황,자치행정기관,부산광역시,부산광역시,금정구,,,
283,한국보건복지인력개발원 의료검정통역능력시스템 시험정보,공공기관,한국보건복지인력개발원,,,한국보건복지인력개발원,,
284,서울특별시 서초구 흡연단속 실적,자치행정기관,서울특별시,서울특별시,서초구,,,
285,질병관리청 인체자원 분양정보,국가행정기관,질병관리청,,,질병관리청,,
286,건강보험심사평가원 의약품안전사용 임부금기,공공기관,건강보험심사평가원,,,건강보험심사평가원,,
287,건강보험심사평가원 요양기관 폐업 현황,공공기관,건강보험심사평가원,,,건강보험심사평가원,,
288,건강보험심사평가원 요양기관 개설 현황,공공기관,건강보험심사평가원,,,건강보험심사평가원,,
289,건강보험심사평가원 전국 병의원 및 약국 현황,공공기관,건강보험심사평가원,,,건강보험심사평가원,,병의원 및 약국 현황
290,부산광역시 동구 의료급여수급자 현황,자치행정기관,부산광역시,부산광역시,동구,,,
291,부산광역시 동구 의료기기수리업현황,자치행정기관,부산광역시,부산광역시,동구,,,
292,부산광역시 동구 의료기기판매업소 현황,자치행정기관,부산광역시,부산광역시,동구,,,
293,부산광역시 동구 의약품도매상현황,자치행정기관,부산광역시,부산광역시,동구,,,
294,서울특별시 양천구 흡연시설 현황,자치행정기관,서울특별시,서울특별시,양천구,,,
295,부산광역시 기장군 의료기기 판매업현황,자치행정기관,부산광역시,부산광역시,기장군,,,
296,서울특별시 용산구 관내의료기관현황,자치행정기관,서울특별시,서울특별시,용산구,,,
297,서울특별시 1인당 사회복지 예산액 통계,자치행정기관,서울특별시,서울특별시,,,,사회복지 예산액 통계
298,서울특별시 식중독 발생 현황 통계,자치행정기관,서울특별시,서울특별시,,,,발생 현황 통계
299,강원도 동해시 공중위생업 현황,자치행정기관,강원도,강원도,동해시,,,
300,서울특별시 시민건강포인트 병의원 정보,자치행정기관,서울특별시,서울특별시,,,,
301,서울특별시 세이프약국 정보,자치행정기관,서울특별시,서울특별시,,,,
302,서울특별시 의료관광허가 의료기관 정보 (한국어),자치행정기관,서울특별시,서울특별시,,,,의료기관 정보 (한국어)
303,서울특별시 의료관광허가 의료기관 정보 (중국어 간체),자치행정기관,서울특별시,서울특별시,,,,의료기관 정보 (중국어 간체)
304,서울특별시 의료관광허가 의료기관 정보 (영어),자치행정기관,서울특별시,서울특별시,,,,의료기관 정보 (영어)
305,서울특별시 모기예보제 정보,자치행정기관,서울특별시,서울특별시,,,,
306,서울특별시 산후조리업소 관리 현황,자치행정기관,서울특별시,서울특별시,,,,
307,서울특별시 동물용 의약품 도매업체 정보,자치행정기관,서울특별시,서울특별시,,,,의약품 도매업체 정보
308,서울특별시 응급실 월별 이용 현황 통계,자치행정기관,서울특별시,서울특별시,,,,월별 이용 현황 통계
309,서울특별시 헌혈현황(혈액형별) 통계,자치행정기관,서울특별시,서울특별시,,,,
310,경기도 소독의무대상시설 현황,자치행정기관,경기도,경기도,,,,
311,울산광역시 중구 세탁소,자치행정기관,울산광역시,울산광역시,중구,,,
312,울산광역시 중구 요양병원 현황,자치행정기관,울산광역시,울산광역시,중구,,,
313,울산광역시 중구 목욕탕,자치행정기관,울산광역시,울산광역시,중구,,,
314,울산광역시 중구 예방접종 지정기관 현황,자치행정기관,울산광역시,울산광역시,중구,,,예방접종 지정기관 현황
315,대전광역시 대덕구 의료기관정보,자치행정기관,대전광역시,대전광역시,대덕구,,,
316,서울특별시 성동구 동물병원현황,자치행정기관,서울특별시,서울특별시,성동구,,,
317,국민건강보험공단 질병예측 정보,공공기관,국민건강보험공단,,,국민건강보험공단,,
318,전라북도 의료기기 수리업 현황,자치행정기관,전라북도,전라북도,,,,
319,제주특별자치도 해녀진료비지원의료기관현황,자치행정기관,제주특별자치도,제주특별자치도,,,,
320,제주특별자치도 한방난임치료지원한의원현황,자치행정기관,제주특별자치도,제주특별자치도,,,,
321,경기도 양주시 공중 위생업소 현황,자치행정기관,경기도,경기도,양주시,,,공중 위생업소 현황
322,제주특별자치도 정신요양시설현황,자치행정기관,제주특별자치도,제주특별자치도,,,,
323,세종특별자치시 진단용방사선발생장치 현황,자치행정기관,세종특별자치시,세종특별자치시,,,,
324,질병관리청 원격지기탁지원시스템 바코드정보,국가행정기관,질병관리청,,,질병관리청,,
325,부산광역시 종합병원 현황,자치행정기관,부산광역시,부산광역시,,,,
326,부산광역시 전문병원 지정 현황,자치행정기관,부산광역시,부산광역시,,,,
327,강원도 강릉시 흡연단속 정보,자치행정기관,강원도,강원도,강릉시,,,
328,제주특별자치도 이용업현황,자치행정기관,제주특별자치도,제주특별자치도,,,,
329,서울특별시 동작구 동별 코로나19 확진 및 완치 현황,자치행정기관,서울특별시,서울특별시,동작구,,,동별 코로나19 확진 및 완치 현황
330,제주특별자치도 응급의료기관현황,자치행정기관,제주특별자치도,제주특별자치도,,,,
331,제주특별자치도 읍면동별성인병건강실태분석,자치행정기관,제주특별자치도,제주특별자치도,,,,
332,광주광역시 광주보건환경연구원 감염병 매개모기 서식분포 표본조사,자치행정기관,광주광역시,광주광역시,,,,감염병 매개모기 서식분포 표본조사
333,광주광역시 광주보건환경연구원 인플루엔자 및 호흡기바이러스감염증 병원체 표본감시자료,자치행정기관,광주광역시,광주광역시,,,,인플루엔자 및 호흡기바이러스감염증 병원체 표본감시자료
334,광주광역시 공중위생업소 현황,자치행정기관,광주광역시,광주광역시,,,,
335,서울특별시 동대문구 흡연시설현황,자치행정기관,서울특별시,서울특별시,동대문구,,,
336,제주특별자치도 수눌음육아나눔터현황,자치행정기관,제주특별자치도,제주특별자치도,,,,
337,제주특별자치도 산후조리원현황,자치행정기관,제주특별자치도,제주특별자치도,,,,
338,제주특별자치도 산모신생아건강관리지원서비스제공기관현황,자치행정기관,제주특별자치도,제주특별자치도,,,,
339,보건복지부 연도별 구급차 현황,국가행정기관,보건복지부,,,보건복지부,,
340,인천광역시 미추홀구 의약품도매업현황,자치행정기관,인천광역시,인천광역시,미추홀구,,,
341,제주특별자치도 무료영유아예방접종가능의료기관현황,자치행정기관,제주특별자치도,제주특별자치도,,,,
342,제주특별자치도 모유수유시설설치현황,자치행정기관,제주특별자치도,제주특별자치도,,,,
343,인천광역시 부평구 동물병원 현황,자치행정기관,인천광역시,인천광역시,부평구,,,
344,보건복지부 시도별 사회복지사 자격증 교부자수,국가행정기관,보건복지부,,,보건복지부,,사회복지사 자격증 교부자수
345,경기도 성남시 소독의무대상시설 현황,자치행정기관,경기도,경기도,성남시,,,
346,보건복지부 연도별 사회복지사 자격증 교부자수,국가행정기관,보건복지부,,,보건복지부,,사회복지사 자격증 교부자수
347,부산광역시 북구 의원급 의료기관 현황,자치행정기관,부산광역시,부산광역시,북구,,,의원급 의료기관 현황
348,서울특별시 영등포구 약국 인허가 정보,자치행정기관,서울특별시,서울특별시,영등포구,,,약국 인허가 정보
349,서울특별시 영등포구 미용업 인허가 정보,자치행정기관,서울특별시,서울특별시,영등포구,,,미용업 인허가 정보
350,서울특별시 영등포구 소독업소 인허가 정보,자치행정기관,서울특별시,서울특별시,영등포구,,,소독업소 인허가 정보
351,서울특별시 영등포구 산후조리업 인허가 정보,자치행정기관,서울특별시,서울특별시,영등포구,,,산후조리업 인허가 정보
352,서울특별시 영등포구 동물약국 인허가 정보,자치행정기관,서울특별시,서울특별시,영등포구,,,동물약국 인허가 정보
353,서울특별시 영등포구 동물병원 인허가 정보,자치행정기관,서울특별시,서울특별시,영등포구,,,동물병원 인허가 정보
354,보건복지부 시도별 응급의료기관 수,국가행정기관,보건복지부,,,보건복지부,,
355,보건복지부 연도별 응급의료기관 수,국가행정기관,보건복지부,,,보건복지부,,
356,보건복지부 시도별 구급차 현황,국가행정기관,보건복지부,,,보건복지부,,
357,충청남도 일본뇌염 예측조사 정보,자치행정기관,충청남도,충청남도,,,,
